Perturbed Key,Reason,Category,Perturbation Type
chart_153_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_154_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_155_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_156_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_157_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_158_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_159_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_160_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_162_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_163_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_164_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_165_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_166_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_167_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_168_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_169_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_170_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_171_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_172_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_173_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_174_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_175_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_176_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_177_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_178_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_179_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_180_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_181_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_182_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_183_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_184_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_185_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_186_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_187_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_188_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_189_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_190_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_191_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_192_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_193_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_194_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_195_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_196_blur_2,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_197_noise_2,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_198_contrast_0,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_199_brightness_0,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_200_rotation_2,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_001_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_002_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_003_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_005_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_006_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_007_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_008_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_009_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_010_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_011_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_012_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_013_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_014_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_015_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_016_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_017_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_018_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_019_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_020_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_021_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_022_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_023_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_024_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_025_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_027_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_028_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_029_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_030_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_031_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_032_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_033_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_034_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_035_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_036_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_037_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_038_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_039_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_040_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_041_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_042_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_043_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_044_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_045_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_046_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_047_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_048_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_049_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_050_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_051_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_052_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_053_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_054_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_055_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_056_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_057_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_058_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_059_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_060_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_061_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_062_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_063_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_064_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_065_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_066_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_067_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_068_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_069_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_070_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_071_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_072_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_073_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_074_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_075_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_076_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_077_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_078_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_079_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_080_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_081_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_082_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_083_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_084_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_085_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_086_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_087_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_088_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_089_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_090_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_091_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_092_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_093_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_094_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_095_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_096_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_097_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_098_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_099_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_100_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_101_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_102_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_103_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_104_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_105_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_106_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_107_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_108_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_109_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_110_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_111_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_112_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_113_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_114_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_115_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_116_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_117_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_118_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_119_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_120_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_121_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_122_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_123_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_124_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_125_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_126_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_127_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_128_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_129_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_130_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_131_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_132_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_133_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_134_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_135_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_136_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_137_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_138_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_139_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_140_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_141_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_142_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_143_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_144_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_145_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_146_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_147_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_148_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_149_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_150_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_151_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_152_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_153_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_154_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_155_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_156_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_157_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_158_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
chart_159_noise_0,Perturbation generation failed - Image processing error,Generation Failure,noise
chart_160_contrast_1,Perturbation generation failed - Image processing error,Generation Failure,contrast
chart_162_brightness_1,Perturbation generation failed - Image processing error,Generation Failure,brightness
chart_163_rotation_3,Perturbation generation failed - Image processing error,Generation Failure,rotation
chart_164_blur_0,Perturbation generation failed - Image processing error,Generation Failure,blur
